"Timestamp","Team Number","Match Type","Match Number","Starting Position","Which side of the field was their SWITCH plate on?","Which side of the field was their SCALE plate on?","Did the robot cross the baseline?","How many cubes did the robot put in the SWITCH","How many cubes did the robot put in the SCALE","Comments","Cubes placed in Exchange Zone (EZ)","Cubes placed in Switch","Cubes placed in Scale","Failed Cube Attempts (in EZ, Switch, or Scale)","Where does the robot get cubes from?","What did the robot do in endgame?","How many OTHER robots did it lift?","Which part of the bar did the robot climb / attempt to climb on?","General Comments","What was the team's result?","Would this robot be a good alliance partner?"
"2018/04/26 8:55:02 AM AST","3542","Qualification","3","Right","Left","Left","Yes","2","0","","0","0","4","0","Floor","Climb","1","The middle portion of the bar","Was pretty ok but nothing special ","Win","3"
"2018/04/26 8:59:59 AM AST","2194","Qualification","4","Right","Right","Right","Yes","2","0","","3","2","1","2","Floor","Climb","0","Right side of the bar","Small hook to climb...fairly quick climb...missed on scale twice","Win","1"
"2018/04/26 9:00:01 AM AST","548","Qualification","4","Middle","Right","Right","Yes","1","0","Slow","0","0","1","0","Floor","Attempted Climb","0","The middle portion of the bar","Did nothing. Having difficulties on grabbing the cubes. Could left 2 other robots but failed","Loss","2"
"2018/04/26 9:00:02 AM AST","1711","Qualification","4","Right","Right","Right","Yes","0","0","","8","1","0","1","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Good fast ez placer but not scale ","Loss","2"
"2018/04/26 9:00:04 AM AST","3844","Qualification","4","Left","Right","Right","Yes","0","0","Just held cube","0","0","0","1","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Flings cubes poorly; mainly played defense","Win","1"
"2018/04/26 9:01:08 AM AST","1391","Qualification","4","Right","Right","Right","Yes","0","1","Fast auto; tried for 2nd cube in scale but missed ","0","0","5","2","Floor","Climb","0","Left side of the bar","Fast drive and extremely fast climb ","Win","4"
"2018/04/26 9:01:19 AM AST","2481","Qualification","4","Left","Right","Right","Yes","0","0","","1","0","4","1","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Pretty funny looking but overall not bad. Fast at lifting ","Win","3"
"2018/04/26 9:07:57 AM AST","2834","Qualification","5","Left","Left","Left","Yes","1","0","","6","3","0","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Very good at defending switch but also loading the ez ","Loss","5"
"2018/04/26 9:08:06 AM AST","6193","Qualification","5","Right","Left","Left","Yes","0","0","Set up for tele op","0","2","2","2","Floor","Neither","0","Robot did NOT attempt to climb","Bad driving very jerky ","Win","1"
"2018/04/26 9:08:10 AM AST","56","Qualification","5","Middle","Left","Left","Yes","1","0","","0","3","5","1","Floor","Neither","0","Robot did NOT attempt to climb","Really fast but bad scale aim ","Win","4"
"2018/04/26 9:08:20 AM AST","1018","Qualification","5","Left","Left","Left","Yes","0","0","","0","3","5","0","Both","Neither","0","Other (specify in comments)","Fast moving stable","Loss","2"
"2018/04/26 9:08:38 AM AST","977","Qualification","5","Right","Left","Left","Yes","0","0","Tried to put the cube in the opponent’s switch but dropped ","0","0","1","0","Floor","Climb","0","Right side of the bar","Just strolling around the field ","Loss","1"
"2018/04/26 9:10:10 AM AST","3695","Qualification","5","Left","Left","Left","Yes","1","0","","7","1","0","0","Floor","Climb","0","Left side of the bar","A little shaky driving but very good","Win","4"
"2018/04/26 9:16:01 AM AST","234","Qualification","6","Middle","Right","Left","Yes","3","0","","0","1","3","2","Both","Climb","0","The middle portion of the bar","","Loss","4"
"2018/04/26 9:16:01 AM AST","6823","Qualification","6","Right","Right","Left","Yes","1","0","","5","0","1","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Scored on wrong side of the scale ","Loss","4"
"2018/04/26 9:16:03 AM AST","772","Qualification","6","Middle","Right","Left","No","0","0","","0","1","3","3","Both","Attempted Climb","0","The middle portion of the bar","Bad driving keep dropping the cubes","Win","3"
"2018/04/26 9:16:04 AM AST","5883","Qualification","6","Right","Right","Left","Yes","0","0","","0","1","2","1","Floor","Neither","0","Robot did NOT attempt to climb","Not sable of good at placing","Win","1"
"2018/04/26 9:16:12 AM AST","111","Qualification","6","Left","Right","Left","No","0","0","No auto","0","0","5","2","Floor","Neither","0","Robot did NOT attempt to climb","Kept missing scsle","Win","2"
"2018/04/26 9:16:22 AM AST","4946","Qualification","6","Middle","Left","Right","Yes","0","1","","6","2","0","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Started off really fast to ez but slowe","Win","4"
"2018/04/26 9:23:11 AM AST","5406","Qualification","7","Middle","Left","Left","Yes","2","0","","0","0","5","0","Floor","Climb","1","Left side of the bar","Can easily stack three cubes...good collector....fairly quick climbing","Win","3"
"2018/04/26 9:23:12 AM AST","3536","Qualification","7","Right","Left","Left","Yes","0","1","","0","5","3","1","Floor","Neither","0","Robot did NOT attempt to climb","Hard time picking up cubes ","Win","3"
"2018/04/26 9:23:18 AM AST","5234","Qualification","7","Middle","Left","Left","Yes","1","0","","0","0","3","0","Both","Platform/Was Lifted","0","Robot did NOT attempt to climb","Focus on the scale","Loss","1"
"2018/04/26 9:23:27 AM AST","857","Qualification","7","Right","Left","Left","Yes","0","0","","5","1","0","1","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","","Loss","2"
"2018/04/26 9:23:38 AM AST","4905","Qualification","7","Left","Left","Left","Yes","0","1","","0","0","3","2","Floor","Neither","2","Robot did NOT attempt to climb","It goes on the platform and flowers and then the robots get on and it lifts those two","Loss","5"
"2018/04/26 9:25:13 AM AST","6869","Qualification","7","Left","Left","Left","Yes","1","0","","5","0","0","0","Floor","Platform/Was Lifted","0","Other (specify in comments)","Was lifted on the right side; robot has a dumping mechanism to put cube in switch but did not use it","Win","3"
"2018/04/26 9:30:25 AM AST","4198","Qualification","8","Right","Right","Left","Yes","1","0","","0","0","3","0","Floor","Platform/Was Lifted","0","Other (specify in comments)","Can climb but was pulled up; also knocked off 3 cubes from scale on accident","Loss","3"
"2018/04/26 9:30:25 AM AST","2451","Qualification","8","Left","Right","Left","Yes","0","0","","0","5","3","0","Floor","Climb","0","Left side of the bar","Shooter mechanism; very accurate and fast ","Loss","5"
"2018/04/26 9:30:26 AM AST","1519","Qualification","8","Right","Right","Left","Yes","0","1","","0","2","4","0","Both","Climb","0","The middle portion of the bar","Good driving and doesn’t drop any cubes","Win","4"
"2018/04/26 9:30:30 AM AST","157","Qualification","8","Left","Right","Left","Yes","0","1","","0","0","2","5","Both","Platform/Was Lifted","0","Robot did NOT attempt to climb","Knock down three blocks and bad placer","Win","1"
"2018/04/26 9:30:30 AM AST","5036","Qualification","8","Right","Right","Right","Yes","2","0","","7","0","0","3","Floor","Neither","0","Robot did NOT attempt to climb","Very slow...kept missing ez","Loss","1"
"2018/04/26 9:31:00 AM AST","4122","Qualification","8","Right","Right","Left","Yes","1","0","","5","2","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Kind of awkward but not terrible","Win","2"
"2018/04/26 9:35:44 AM AST","5443","Qualification","9","Left","Right","Left","Yes","0","0","","3","1","0","0","Floor","Climb","0","The middle portion of the bar","","Loss","3"
"2018/04/26 9:36:27 AM AST","4645","Qualification","9","Right","Right","Left","Yes","1","0","","7","0","0","1","Floor","Neither","0","Robot did NOT attempt to climb","Sketchily holds cubes - kind of loose?","Win","3"
"2018/04/26 9:36:28 AM AST","177","Qualification","9","Left","Right","Left","Yes","0","1","Fast auto","0","2","4","0","Floor","Climb","0","Left side of the bar","Very fast ","Win","4"
"2018/04/26 9:36:40 AM AST","3130","Qualification","9","Middle","Right","Left","Yes","0","0","","0","3","4","0","Floor","Climb","0","Right side of the bar","Fairly quick climb...very efficient at placing cubes","Win","4"
"2018/04/26 9:36:45 AM AST","247","Qualification","9","Middle","Right","Left","Yes","1","0","","0","2","1","0","Both","Neither","0","Robot did NOT attempt to climb","","Loss","1"
"2018/04/26 9:37:51 AM AST","4917","Qualification","9","Right","Right","Left","Yes","0","0","Fall down on the opponent robot","0","0","4","1","Floor","Climb","0","Right side of the bar","Fall down on the other robot and it’s lift got stuck to the scale on the other side. So the other robot pull it out from the scale. Lifting time is so quick ","Loss","3"
"2018/04/26 9:42:40 AM AST","6936","Qualification","10","Right","Right","Right","Yes","0","0","","4","1","1","0","Floor","Neither","0","Robot did NOT attempt to climb","Slow","Loss","2"
"2018/04/26 9:42:40 AM AST","5914","Qualification","10","Right","Right","Right","Yes","1","0","","0","0","3","0","Floor","Climb","0","The middle portion of the bar","Pretty good at scale","Win","3"
"2018/04/26 9:42:43 AM AST","6590","Qualification","10","Left","Right","Right","Yes","0","0","","0","6","0","1","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Robot attempted to put a cube in scale but failed","Loss","3"
"2018/04/26 9:43:14 AM AST","3504","Qualification","10","Left","Right","Right","Yes","0","0","","0","0","6","0","Both","Attempted Climb","0","Right side of the bar","Almost fall down while it was going to climb","Win","5"
"2018/04/26 9:43:14 AM AST","78","Qualification","10","Middle","Right","Right","Yes","0","0","","0","0","5","1","Floor","Climb","0","The middle portion of the bar","Efficient at scale","Loss","3"
"2018/04/26 9:43:35 AM AST","578","Qualification","10","Middle","Right","Right","Yes","2","0","","5","1","0","1","Floor","Neither","0","Robot did NOT attempt to climb","Place in the ez but bad at placing in scale","Win","1"
"2018/04/26 9:48:52 AM AST","2791","Qualification","11","Right","Right","Right","Yes","0","1","","1","2","1","0","Floor","Neither","0","Robot did NOT attempt to climb","Got really slow in the middle like they didn’t know what to do","Win","3"
"2018/04/26 9:49:17 AM AST","5434","Qualification","11","Right","Right","Right","Yes","0","0","Attempted to put cube in scale but failed","0","0","5","0","Floor","Attempted Climb","0","Other (specify in comments)","Tried getting on a platform bot but failed","Loss","3"
"2018/04/26 9:49:17 AM AST","865","Qualification","11","Middle","Right","Right","Yes","1","0","","0","0","4","0","Floor","Climb","0","Right side of the bar","Unstable but a good scale placer climed with one out of the two hooks","Win","3"
"2018/04/26 9:49:17 AM AST","3117","Qualification","11","Middle","Right","Right","Yes","1","0","","0","0","2","0","Floor","Attempted Climb","0","The middle portion of the bar","Attempted to lift 2 and climb but ran out of time; hard time picking up cubes ","Loss","1"
"2018/04/26 9:49:23 AM AST","494","Qualification","11","Left","Right","Right","Yes","0","1","","6","3","0","0","Both","Climb","0","Left side of the bar","Soft movements and good driving","Win","4"
"2018/04/26 9:49:42 AM AST","6974","Qualification","11","Left","Right","Right","Yes","0","0","Dropped cube when auto started","0","3","0","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Collector isn’t really good","Loss","1"
"2018/04/26 9:55:47 AM AST","4028","Qualification","12","Left","Left","Right","Yes","0","2","Missed one in scale ","0","0","3","1","Floor","Climb","0","The middle portion of the bar","Slower than usual; kept missing scale ","Win","4"
"2018/04/26 9:55:51 AM AST","6193","Qualification","12","Middle","Right","Left","Yes","0","0","","7","1","0","0","Floor","Climb","0","The middle portion of the bar","","Loss","3"
"2018/04/26 9:55:52 AM AST","1418","Qualification","12","Left","Right","Left","No","0","0","","0","0","2","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Not very tippy for being super fast. Looked like it could climb but didn’t ","Loss","2"
"2018/04/26 9:55:52 AM AST","3542","Qualification","12","Middle","Right","Left","Yes","2","0","","0","0","5","0","Floor","Climb","0","Left side of the bar","Very efficient scale bot...could have gotten more but beak squad was also doing scale","Win","4"
"2018/04/26 9:56:13 AM AST","4946","Qualification","12","Right","Right","Left","Yes","1","0","","5","1","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Didn’t reach platform because it was playing defense at end","Win","3"
"2018/04/26 9:56:48 AM AST","3274","Qualification","12","Right","Right","Left","Yes","1","0","","0","0","7","0","Both","Neither","0","Robot did NOT attempt to climb","Good at placing in scale but tippy","Loss","2"
"2018/04/26 10:02:26 AM AST","4458","Qualification","13","Right","Right","Right","Yes","1","0","","6","2","0","0","Floor","Climb","0","The middle portion of the bar","Fast climb and EZ; slow at picking up cubes ","Loss","3"
"2018/04/26 10:02:31 AM AST","111","Qualification","13","Right","Right","Right","Yes","0","0","","1","1","2","1","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Not precise at placing cube in the cube and tippy","Win","1"
"2018/04/26 10:02:32 AM AST","5740","Qualification","13","Middle","Right","Right","Yes","0","0","","2","5","0","1","Both","Platform/Was Lifted","0","Robot did NOT attempt to climb","All cubes were put into opposite switch ","Loss","1"
"2018/04/26 10:02:40 AM AST","5036","Qualification","13","Middle","Right","Right","Yes","1","0","","3","3","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Was trying to go back and get platform but was blocked","Win","2"
"2018/04/26 10:02:51 AM AST","5339","Qualification","13","Left","Left","Left","Yes","0","0","","0","1","0","1","Floor","Attempted Climb","0","Other (specify in comments)","Placed a hook to climb but didn’t climb. Robot is not tall enough to place cubes in scale if it is tipped high","Loss","2"
"2018/04/26 10:03:24 AM AST","2481","Qualification","13","Left","Right","Right","Yes","0","2","","1","5","1","0","Both","Platform/Was Lifted","0","Robot did NOT attempt to climb","Really fast so it swings side to side. Can move like a crab","Win","5"
"2018/04/26 10:09:12 AM AST","5443","Qualification","14","Left","Right","Right","Yes","0","0","","0","1","0","0","Both","Neither","0","Robot did NOT attempt to climb","So slow the robot could not move well","Win","1"
"2018/04/26 10:09:31 AM AST","857","Qualification","14","Right","Right","Right","Yes","0","0","","6","2","0","0","Floor","Platform/Was Lifted","1","Robot did NOT attempt to climb","Fast and good at doing EZ","Loss","4"
"2018/04/26 10:09:39 AM AST","1017","Qualification","14","Middle","Right","Right","No","0","0","Just kept spinning","0","5","3","0","Floor","Neither","0","Robot did NOT attempt to climb","Very fast at scale ","Loss","3"
"2018/04/26 10:09:44 AM AST","2194","Qualification","14","Right","Right","Right","Yes","0","1","","0","1","4","1","Floor","Climb","0","The middle portion of the bar","Stable lift can go up really high ","Win","3"
"2018/04/26 10:09:52 AM AST","157","Qualification","14","Left","Right","Right","Yes","0","0","","0","1","1","2","Floor","Neither","0","Robot did NOT attempt to climb","Struggled to collect cubes...kept missing ","Win","1"
"2018/04/26 10:10:08 AM AST","3572","Qualification","14","Middle","Right","Right","Yes","1","0","","5","2","1","0","Floor","Climb","0","The middle portion of the bar","","Win","3"
"2018/04/26 10:15:03 AM AST","4122","Qualification","15","Middle","Right","Left","No","0","0","Dropped the cube","4","1","0","1","Floor","Neither","0","Robot did NOT attempt to climb","Stopped moving a while ","Win","2"
"2018/04/26 10:15:06 AM AST","578","Qualification","15","Middle","Right","Left","Yes","1","0","","9","1","2","0","Floor","Neither","0","Robot did NOT attempt to climb","Quick at ez...ability to do everything","Loss","2"
"2018/04/26 10:15:16 AM AST","176","Qualification","15","Left","Right","Left","Yes","0","2","","0","0","4","1","Floor","Climb","0","The middle portion of the bar","Good grabber move fast","Win","5"
"2018/04/26 10:15:17 AM AST","5234","Qualification","15","Right","Right","Left","Yes","0","0","Failed scale","0","3","3","1","Floor","Climb","0","Left side of the bar","Tippy","Loss","3"
"2018/04/26 10:15:23 AM AST","51","Qualification","15","Right","Right","Left","Yes","0","0","","0","1","2","0","Floor","Climb","0","The middle portion of the bar","Can do a double climb","Win","3"
"2018/04/26 10:16:54 AM AST","1711","Qualification","15","Left","Right","Left","Yes","0","0","","0","0","3","4","Both","Platform/Was Lifted","0","Other (specify in comments)","Very tippy robot. Can’t stack cubes on top of cubes in scale. Might’ve attempted to climb but missed chance to hook on to bar?","Loss","2"
"2018/04/26 10:21:08 AM AST","4917","Qualification","16","Middle","Right","Left","Yes","2","0","","3","2","0","0","Floor","Attempted Climb","0","The middle portion of the bar","Fast robot and good drivers","Win","4"
"2018/04/26 10:21:09 AM AST","250","Qualification","16","Right","Right","Left","Yes","0","0","","10","0","0","0","Floor","Neither","0","Robot did NOT attempt to climb","","Loss","3"
"2018/04/26 10:21:11 AM AST","5434","Qualification","15","Middle","Right","Left","Yes","1","0","","0","0","4","1","Floor","Attempted Climb","0","The middle portion of the bar","","Loss","3"
"2018/04/26 10:21:16 AM AST","2451","Qualification","16","Left","Left","Right","Yes","0","1","Very fast. Throw the block","0","4","1","2","Both","Climb","0","The middle portion of the bar","Some collecting difficulties. Throwing isn’t very accurate. ","Loss","2"
"2018/04/26 10:21:28 AM AST","6936","Qualification","16","Left","Right","Left","Yes","0","0","","6","3","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Fast EZ","Win","2"
"2018/04/26 10:22:11 AM AST","3536","Qualification","16","Right","Right","Left","Yes","0","0","Attempted far scale","0","1","2","1","Floor","Climb","0","Left side of the bar","Drive team took a long time to make decisions. Mechanum drive","Win","2"
"2018/04/26 10:29:23 AM AST","125","Qualification","17","Middle","Left","Right","Yes","2","0","","2","1","4","0","Floor","Neither","0","Robot did NOT attempt to climb","","Win","5"
"2018/04/26 10:29:27 AM AST","1418","Qualification","17","Right","Left","Right","Yes","0","0","Dropped cube on attempted scale","2","2","1","1","Floor","Climb","0","Right side of the bar","Collector difficulties. Slow cycle time. ","Win","2"
"2018/04/26 10:29:28 AM AST","177","Qualification","16","Left","Left","Right","Yes","1","0","","0","1","5","0","Floor","Climb","0","The middle portion of the bar","","Win","4"
"2018/04/26 10:29:33 AM AST","2501","Qualification","17","Right","Left","Right","Yes","0","0","","0","0","4","1","Floor","Climb","0","Left side of the bar","Trouble collecting cubes. Overall slow cycle time ","Loss","3"
"2018/04/26 10:29:38 AM AST","977","Qualification","17","Left","Left","Right","Yes","0","0","","2","2","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Looked a bit lost","Loss","1"
"2018/04/26 10:30:31 AM AST","234","Qualification","17","Left","Left","Right","Yes","0","0","Attempted switch ","0","0","5","1","Floor","Climb","0","Right side of the bar","Didn’t have very good placement ","Loss","3"
"2018/04/26 10:44:37 AM AST","6947","Qualification","18","Left","Left","Left","Yes","0","0","","5","0","0","1","Floor","Neither","0","Robot did NOT attempt to climb","Overall slow cycle time. Not super precise with driving so struggled to aim in into EZ and collect cubes quickly ","Win","1"
"2018/04/26 10:44:38 AM AST","365","Qualification","18","Right","Left","Left","Yes","0","1","Very fast. ","0","3","5","1","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Very efficient robot. Super fast. Collector worked amazingly ","Loss","5"
"2018/04/26 10:44:42 AM AST","3844","Qualification","18","Left","Left","Left","Yes","0","0","","0","2","0","1","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","mostly defense ","Loss","1"
"2018/04/26 10:44:43 AM AST","5604","Qualification","18","Right","Left","Left","Yes","0","1","","0","0","5","1","Floor","Climb","1","The middle portion of the bar","I think it could lift another but the other one wouldn’t come over ","Win","4"
"2018/04/26 10:44:48 AM AST","56","Qualification","18","Middle","Left","Left","Yes","0","0","","0","2","2","1","Floor","Climb","0","The middle portion of the bar","Pretty good robot. Could also do defense","Win","3"
"2018/04/26 10:44:50 AM AST","3117","Qualification","18","Middle","Left","Left","Yes","1","0","","0","1","2","0","Floor","Climb","2","The middle portion of the bar","Not very good","Loss","2"
"2018/04/26 10:50:11 AM AST","5914","Qualification","19","Right","Right","Left","Yes","0","0","Just crossed the baseline slowly. ","0","0","4","2","Floor","Climb","0","Other (specify in comments)","Another robot had a bar that extended so this robot climbed on that. ","Win","4"
"2018/04/26 10:50:13 AM AST","6869","Qualification","19","Left","Left","Left","Yes","0","0","","5","2","0","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","","Win","2"
"2018/04/26 10:50:14 AM AST","5492","Qualification","19","Right","Left","Left","Yes","0","0","","0","0","4","1","Floor","Climb","0","The middle portion of the bar","Pretty speedy but not accurate with scale placement at all","Loss","2"
"2018/04/26 10:50:15 AM AST","4645","Qualification","19","Left","Left","Left","Yes","0","0","","4","2","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Pretty slow cycle time ","Loss","2"
"2018/04/26 10:50:19 AM AST","2834","Qualification","19","Middle","Left","Left","Yes","1","0","","0","3","4","1","Floor","Climb","0","The middle portion of the bar","","Win","4"
"2018/04/26 10:50:48 AM AST","3535","Qualification","19","Middle","Left","Left","Yes","0","0","Attempted switch","0","3","0","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","kind of just drove around without a purpose at times","Loss","2"
"2018/04/26 10:57:21 AM AST","3504","Qualification","20","Middle","Left","Left","Yes","1","0","","0","1","0","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Climber fell off","Loss","3"
"2018/04/26 10:57:21 AM AST","1625","Qualification","20","Right","Left","Left","Yes","0","0","","0","0","0","1","Neither","Climb","2","The middle portion of the bar","Trouble driving mostly defense ","Loss","3"
"2018/04/26 10:57:31 AM AST","247","Qualification","20","Left","Left","Left","Yes","1","0","Super high lift system. ","3","3","1","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Pretty good. Definitely a little shaky","Loss","3"
"2018/04/26 10:57:36 AM AST","6823","Qualification","20","Right","Left","Left","Yes","0","0","","7","2","0","0","Floor","Neither","0","Robot did NOT attempt to climb","Kind of slower","Win","2"
"2018/04/26 10:57:37 AM AST","494","Qualification","20","Left","Left","Left","Yes","0","1","","0","2","2","0","Floor","Climb","0","The middle portion of the bar","Very good robot. Fast and efficient","Win","4"
"2018/04/26 10:57:42 AM AST","548","Qualification","20","Middle","Left","Left","Yes","1","0","","0","0","2","0","Floor","Neither","0","Robot did NOT attempt to climb","Lift/wrist got stuck so it played defense","Win","3"
"2018/04/26 11:04:17 AM AST","3695","Qualification","21","Left","Left","Right","Yes","1","0","","0","0","5","0","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","","Win","3"
"2018/04/26 11:04:22 AM AST","772","Qualification","21","Left","Left","Right","Yes","1","0","","0","0","4","2","Floor","Climb","0","The middle portion of the bar","Pretty quick. Chases cubes a little but can get them sideways","Loss","3"
"2018/04/26 11:04:22 AM AST","4198","Qualification","21","Middle","Left","Right","Yes","0","0","","4","0","0","0","Floor","Climb","0","The middle portion of the bar","Can climb beside some one else","Loss","3"
"2018/04/26 11:04:30 AM AST","6590","Qualification","21","Middle","Left","Right","Yes","0","0","Just dropped a cube dramatically ","3","3","0","1","Floor","Platform/Was Lifted","0","Robot did NOT attempt to climb","Pretty good switch and EZ. Some collector problems but not too bad. ","Win","4"
"2018/04/26 11:04:33 AM AST","2791","Qualification","21","Right","Right","Left","Yes","0","0","Almost got one on scale","0","0","4","0","Floor","Neither","2","Robot did NOT attempt to climb","Pushed other two robots up and stayed on platform","Win","3"
"2018/04/26 11:04:52 AM AST","4905","Qualification","21","Right","Left","Right","Yes","0","1","","0","0","2","1","Floor","Neither","0","Robot did NOT attempt to climb","Cube stuck in chassis. Penalized for cube holding","Loss","3"
"2018/04/26 11:11:07 AM AST","78","Qualification","22","Middle","Right","Left","Yes","0","0","Hestiated then moved into switch b","6","2","0","1","Floor","Neither","0","Robot did NOT attempt to climb","Robot tried to do a EZ at the last minute but didn’t have time. ","Win","3"
"2018/04/26 11:11:07 AM AST","5883","Qualification","22","Middle","Right","Left","Yes","0","0","","0","0","4","0","Floor","Attempted Climb","0","The middle portion of the bar","Fast and smooth. Good at scale","Loss","4"
"2018/04/26 11:11:08 AM AST","3130","Qualification","22","Left","Right","Left","Yes","0","1","Wild","0","4","0","0","Floor","Climb","0","The middle portion of the bar","Super erratic lift behavior and driving... idk what was going on. Pretty quick between portal and opponent switch","Loss","2"
"2018/04/26 11:11:10 AM AST","1391","Qualification","22","Right","Right","Left","Yes","1","0","","0","0","5","0","Floor","Climb","0","Left side of the bar","","Win","4"
"2018/04/26 11:11:12 AM AST","865","Qualification","22","Left","Right","Left","Yes","0","1","","0","0","4","0","Floor","Climb","0","Right side of the bar","","Win","3"
